text,summary
"A Comissão Eleitoral da Nigéria anunciou neste sábado (7) que a eleição presidencial, inicialmente prevista para 14 de fevereiro, foi adiada para 28 de março, devido às ações militares contra o grupo islamita nigeriano Boko Haram.  O presidente do órgão, Attahiru Jega, disse que as autoridades do setor de segurança informaram que as tropas não estariam disponíveis para garantir o correto andamento do pleito eleitoral.  ""Se a segurança do pessoal, dos eleitores, dos observadores e do material eleitoral não puder ser garantida, a vida de jovens inocentes (...) e a perspectiva de eleições livres, justas e críveis podem correr perigo"", explicou à imprensa.  Grupos de direitos civis organizaram um pequeno protesto, também neste sábado, contra qualquer proposta de adiamento. A polícia impediu-os de entrar na sede da comissão eleitoral em Abuja, capital da Nigéria. Policiais armados bloquearam estradas que levavam ao prédio.  Uma grande ofensiva com aviões de guerra e tropas terrestres do Chade e da Nigéria já forçou os insurgentes a se retirarem de uma dúzia de cidades e aldeias nos últimos dez dias. Ataques militares ainda maiores organizados por mais países estão sendo planejados.  Autoridades da União Africana e representantes de países que apoiam a iniciativa encerraram uma reunião de três dias em Yaoundé, capital de Camarões, para finalizar os detalhes de uma força de 7.500 homens de Nigéria, Chad, Camarões, Benin e Níger. Detalhes do financiamento, que os africanos esperam de Nações Unidas e da União Europeia, podem atrasar a missão.  O grupo extremista surgido na Nigéria respondeu com ataques a uma cidade de Camarões e a duas do Níger nesta semana. Oficiais dizem que mais de 100 civis foram mortos e 500 ficaram feridos no caso camaronês. O Níger informa que cerca de cem insurgentes e um civil morreram nos ataques de sexta-feira (6) no país. Vários integrantes das forças de segurança das duas nações foram mortos.  A preocupação internacional cresceu com o aumento do número de vítimas: cerca de 10 mil morreram com os ataques extremistas no ano passado, ante dois mil nos quatro anos anteriores, de acordo com o ""Council on Foreing Relations"", centro de estudos norte-americano.  Os Estados Unidos pressionavam a Nigéria a manter as eleições. O Secretário de Estado dos EUA, John Kerry, visitou a Nigéria há duas semanas e disse que ""uma das melhores maneiras de lutar contra Boko Haram"" era realizando eleições pacíficas, na hora certa.",Nigéria adia eleições presidenciais para enfrentar Boko Haram
"Se alguém ainda precisa de prova da arrogância e vaidade da Fifa, basta assistir a ""United Passions"" (em tradução literal, ""Paixões Unidas""), o filme que ela produziu ao custo de R$ 77 milhões para fazer apologia de si.  Dirigido pelo francês Frédéric Auburtin, o filme tem Gérard Depardieu no papel de Jules Rimet, Sam Neill (""Parque dos Dinossauros"") interpretando João Havelange e Tim Roth (""Pulp Fiction"") como Joseph ""Sepp"" Blatter.  Apesar do elenco, o resultado é patético, um dramalhão insosso que, com as recentes prisões e acusações de corrupção, adquire ares de comédia.  Uma das primeiras cenas já mostra a empáfia dos fundadores da Fifa: em 21 de maio de 1904, eles se reúnem e celebram a fundação da entidade: ""A partir de hoje, vamos decidir as regras do futebol em todo o mundo!"".    Logo entra em cena Rimet (Depardieu), ""inventor"" da Copa do Mundo. Em cena emblemática do modus operandi da Fifa, ele combina com um multimilionário uruguaio a realização da primeira Copa, em 1930: ""A Fifa é pobre"", diz Rimet. ""Você pode garantir para nós um percentual sobre cada ingresso vendido?"".  A coisa degringola com a chegada de Havelange e Blatter, que passam o filme atrás de grana. Em reunião, Blatter soca a mesa: ""Nossas finanças são um desastre! Liguem pra Brejnev, Fidel ou Mao, não importa, mas preciso de resultados!"". Havelange se refere a Blatter como ""homem bom para achar dinheiro"".  O Brasil aparece diversas vezes. Havelange toma banho de piscina em cobertura na Vieira Souto, enquanto o Maracanã, na final da Copa de 1950, ostenta anúncios de ""cervesa"" e ""biscuito"". E um encontro entre Havelange e Blatter é premonitório: ""Sepp, meu amigo, você será presidente da Fifa, mas ouça o que digo: o menor erro de sua parte, e você está fora!"". É ver para crer.  PAIXÕES UNIDAS (UNITED PASSIONS)  DIRETOR: Frédéric Auburtin  ELENCO: Gérard Depardieu, Tim Roth e Sam Neill  PRODUÇÃO: França, 2014  AVALIAÇÃO: Péssimo",Filme sobre Fifa adquire ar de comédia com caso atual
"Com a derrota do Lyon no sábado (28), bastava o Paris Saint-Germain derrotar o Monaco neste domingo (1º) para assumir a liderança do Campeonato Francês. No entanto, a equipe do brasileiro Thiago Silva não saiu do 0 a 0 e perdeu a chance de passar a rodada no topo da competição.  Com o resultado, a equipe comandada pelo técnico Laurent Blanc foi aos 53 pontos e permanece na segunda colocação da competição nacional. Já o Monaco foi aos 44 e continua na quarta posição.  Sem o atacante Ibrahimovic, a equipe parisiense teve muitas dificuldades para furar o bloqueio do adversário. Lavezzi e Cavani tentaram, mas o gol não saiu.  Aos 40 min do segundo tempo, o brasileiro Matheus Carvalho estreou pela equipe de Mônaco, mas não teve grande destaque na partida.  Na próxima rodada, o PSG encara o Lens, no sábado (7), em casa. No mesmo dia, o Monaco visita o Évian.",PSG empata e perde a chance de assumir a liderança do Francês
"O lulismo estava nas cordas desde a quinta-feira, 27 de novembro de 2014, em que a presidente reeleita anunciou que havia decidido entregar a condução da economia do país ao projeto austericida que condenara na campanha eleitoral. Um ano e meio depois, na aurora desta quinta-feira (12), o exausto lutador caiu. Ao afastar Dilma Rousseff da Presidência por 55 a 22 votos, o Senado encerrou talvez uma das lutas mais dramáticas – embora perca para a de 1954 – da história democrática brasileira.  Haverá ainda prorrogação, mas só um milagre reverterá o jogo no espaço senatorial em que se fará o julgamento dos inexistentes crimes da mandatária afastada. Um bloco partidário e social comandado pelo PMDB se formou para isolar, desmoralizar e, caso possível, extinguir o arco de forças comandado por Lula. O lulismo não morreu, mas talvez sejam necessários anos para reconstruir as condições de disputa perdidas na manhã da quinta passada (12).  Pois embora o fator econômico tenha sido decisivo, não se tratou da mera derrocada de um governo associado a desemprego, inflação e queda da renda. Foi também o resultado das revelações e da manipulação da Mãos Limpas nacional, conhecida como Lava Jato. Dilma subestimou o tamanho dessas duas encrencas, que apareceram com nitidez no último ano do seu primeiro mandato.  Se a antiga ministra da Casa Civil tivesse percebido a força da coalizão capitalista consolidada em torno do ajuste recessivo assim como o potencial que a delação premiada traria à investigação na Petrobras, o mais racional era ter entregue a recandidatura a Lula. O ex-presidente reunia melhores condições para o pugilato de pesos-pesados.  Só o tempo dirá em que ponto do percurso Sergio Moro, Deltan Dallagnol e outros personagens das investigações resolveram colocar a bomba atômica que controlavam a serviço da demolição do lulismo. De toda maneira, em março deste ano, quando o juiz curitibano fez a condução coercitiva de Lula e a divulgação do diálogo deste com Dilma, ficou claro que já não havia isenção.  Independentemente das falhas de avaliação de Dilma, o lulismo foi incapaz de oferecer uma narrativa coerente sobre a avalanche de acusações formuladas pelo Partido da Justiça sediado em Curitiba. De outro lado, a mídia estimulou um clima de caça às bruxas decisivo para cimentar a maioria que deu suporte ao golpe parlamentar.  Com a traumática derrubada do lulismo, interrompe-se mais uma vez a tentativa — no fundo a mesma de Getúlio Vargas — de integrar os pobres por meio de uma extensa conciliação de classe. Venceu de novo a forte resistência nacional a qualquer tipo de mudança verdadeiramente civilizatória. Mesmo a mais moderada e conciliadora.  avsinger@usp.br",Nocaute
"Ao menos nove pessoas morreram carbonizadas após um ônibus bater em um poste em São Gonçalo, na região metropolitana do Rio, no início da manhã desta quarta-feira (18).  De acordo com a Polícia Militar, com o impacto da colisão um transformador de luz caiu dentro do coletivo e o incendiou.  O ônibus envolvido no acidente é da linha 532, que fez o trajeto Niterói-Alcântara. Segundo os bombeiros, as vítimas ainda não foram identificadas pois os corpos estão carbonizados.  Dos nove mortos, apenas uma vitima havia sido reconhecida até às 15h – Luiz Cláudio da Silva Teles, 50, que trabalhava como motorista, mas não no coletivo acidentado.  De acordo com peritos, a mochila que Teles usava derreteu com o forte calor e, ao tentar sair pela janela, ele ficou preso e morreu carbonizado. No entanto, seus documentos não foram queimados.  Antes de saber de sua morte, Leandro Teles, irmão de Luiz Cláudio, falou com a Folha na porta da delegacia, onde foi buscar informações.  ""Há um ano ele comprou um carro e nunca mais foi para o trabalho de ônibus. Como era feriado, deve ter ido trabalhar desse jeito"", disse o irmão.  De acordo com o Corpo de Bombeiros, sete pessoas estão internadas após o acidente. O passageiro Geovane Farias, 20, está internado com queimaduras e o estado dele é considerado grave.  Além de Geovane, ficaram feridos os passageiros José Soares Ferreira, 52, Leandro Fagundes, 35, Anderson Morle, 26.  O motorista do coletivo, Waldiney Rangel, 51, e o cobrador, Angelo Gomes da Silva, 51, também estão internados em estado grave numa clínica particular de São Gonçalo, a São José.  Segundo um representante da empresa Mauá, a manutenção do ônibus estava em dia e o motorista era experiente – Rangel tem 15 anos de empresa e o cobrador, 17. Ambos estão internados com queimaduras, na UTI.  A empresa também afirmou que uma terceira pessoa, uma mulher de 17 anos, que não estava no ônibus, mas testemunhou o acidente, foi internada na clínica São José em estado de choque. O acidente ocorreu na rua Doutor Getúlio Vargas, no bairro Santa Catarina. Peritos estão no local e a guarda municipal orienta o trânsito.  O número oficial de feridos, no entanto, não foi oficialmente divulgado pois algumas pessoas se machucaram sem gravidade e foram atendidas apenas no local do acidente.  Uma das vítimas, William Lemos da Silva, 35, recebeu alta na manhã desta quarta-feira e conta que rolou no barro para apagar o fogo da sua roupa.",Acidente com ônibus deixa nove mortos em São Gonçalo
"O governo decidiu nesta segunda-feira (28) que o aeroporto Santos Dumont (RJ) ficará aberto mais uma hora e meia por dia durante os Jogos Olímpicos (3 a 23 de agosto).  De acordo com a Secretaria de Aviação Civil, o aeroporto fechará à meia noite nesse período, quando seu horário normal de fechamento é 22h30. O horário de abertura para a aviação comercial, 6h, não muda.  O aeroporto, que fica localizado na área central do Rio de Janeiro, poderá receber aviões de taxi aéreo e executivos durante 24h no período dos jogos. As restrições de operações no Santos Dumont durante a noite ocorrem por causa de pedidos de moradores de alguns bairros na área central da capital fluminense que são incomodados pelo barulho das aeronaves.  A medida, que pode acrescentar até 4,8 mil passageiros por dia ao aeroporto, vai tentar compensar parcialmente o horário que a unidade ficará fechada nos dias das competições de iatismo dos Jogos Olímpicos. Para facilitar as filmagens dessa competição, não haverá pousos e decolagens na parte da tarde.  A estimativa da secretaria é que 4,5 mil voos cheguem ou saiam do aeroporto durante o período dos jogos. Nos dias de pico, a unidade poderá receber cerca de 27 mil passageiros.  Além do Santos Dumont, o Rio tem ainda o Aeroporto Internacional do Galeão que está em fase final de reforma após sua concessão, com investimentos de R$ 2 bilhões. De acordo com a secretaria, no Galeão haverá picos de 61 mil passageiros/dia durante os jogos.  Os dias de maior movimento esperado deverão ser o da abertura dos Jogos (5), no qual são esperadas até mil aeronaves executivas, e do fim de semana de 22 e 23, quando são disputadas as finais da maioria dos esportes coletivos e o encerramento do evento. No total dos jogos, são esperados 1 milhão de pessoas entre atletas, turistas e trabalhadores.",Aeroporto Santos Dumont ficará aberto até meia-noite durante Rio-16
"O São Paulo anunciou nesta quinta (2) a contratação do meia-atacante peruano Christian Cueva, 24, um dos destaques do time do Toluca (MEX), eliminado pelo São Paulo nas oitavas de final da Libertadores.  Como ele já jogou a competição, não poderá defender o São Paulo na semifinal contra o Atlético Nacional (COL), nos dias 6 e 13 de julho.  ""A Libertadores é o principal objetivo do São Paulo agora, e o trabalho está voltado para isso. Entretanto, temos que planejar o São Paulo a partir de agosto, e Cueva se integra neste processo"", afirmou o diretor-executivo de futebol, Gustavo Vieira de Oliveira.  ""Ele é jovem, de seleção, destacado internacionalmente e cuja as características foram analisadas e aprovadas pelo nosso departamento técnico. Ele tem drible e velocidade"", completou.  O jogador é o camisa dez da seleção peruana para a Copa América Centenário e só será apresentado ao fim da participação de seu país no torneio. O contrato é válido por quatro anos.  Cueva já jogou pelo Universidad César Vallejo (PER), em 2012, time que também foi eliminado pelo São Paulo nesta Libertadores, ainda na primeira fase.  O meia-atacante deixou seu país em 2013 para jogar no Unión Española, do Chile, e logo se transferiu para o futebol espanhol, no Rayo Vallecano.  Em 2014 retornou ao Peru, se destacou pelo Alianza Lima e foi convocado para a Copa América de 2015, no Chile. Cueva marcou o gol do Peru contra o Brasil na derrota por 2 a 1, ainda na fase de grupos, levou sua seleção à semifinal e foi escolhido para a seleção do torneio.  Nesta quinta, Cueva mandou um recado para o torcedor são paulino via redes sociais. No vídeo, ele agradece a oportunidade, e promete esforço total.  ""Serei um torcedor dentro de campo e darei o sangue por essa camiseta e torcida, orgulhoso de pertencer ao maior do Brasil e fazer parte dessa história"".",São Paulo contrata meia-atacante da seleção peruana
"QUELÉ - A VOZ DA COR (muito bom)  AUTORES Felipe Castro, Janaína Marquesini, Luana Costa e Raquel Munhoz EDITORA Civilização Brasileira QUANTO: R$ 49,90 (384 págs.)  Para que uma biografia seja boa, recomenda-se que o biografado tenha morrido há algum tempo. Seu valor histórico está consolidado, e os entrevistados estão à vontade para falar.  Trinta anos é tempo de sobra. No caso de Clementina de Jesus, morta em 1987, nenhum jornalista experiente ainda tinha se dedicado a ela.  Coube a quatro jovens assumir a missão quando ainda eram universitários. Não sucumbiram às dificuldades que cercam a história de uma pessoa tão representativa da cultura oral.    O primeiro grande mérito de ""Quelé - A Voz da Cor"" está aí: recuperar, tanto quanto possível, a primeira fase da vida de Clementina –inclusive a certidão de batismo, que aponta 1901 como data de nascimento (e não 1902, como ainda se escreve).  É o período fundamental para entender seu conhecimento das manifestações afro-brasileiras, a começar pelos cantos de trabalho, ela que era neta de africanos escravizados. E que se dizia católica ""misseira"", o que só a engrandece como divulgadora de jongos e pontos de macumba que teriam se perdido caso fosse intolerante.  O segundo mérito está em apresentar, de forma minuciosa, a trajetória de Clementina. Os autores se apoiaram em documentos e material de imprensa, não se contentando apenas com entrevistas.  Mas não se aplica ao livro o clichê ""biografia definitiva"". A inexperiência do quarteto pedia um cuidado que a editora não deu.  Além de problemas de estilo, há erros de digitação ou atenção (Albino Pé Grande, marido da cantora, não morreu em 1967, mas em 1977, como está na cronologia ao final do volume) e de informação –isolados (Wilson Batista nunca foi ""bamba do Estácio"") ou repetidos (""Pelo Telefone"" não foi o primeiro samba gravado, mas a primeira música registrada como samba a fazer sucesso).  Há ainda um excesso de Hermínio Bello de Carvalho.  O compositor e produtor descobriu Clementina para a carreira profissional quando ela já tinha 63 anos, e a ele a música brasileira deve isso e muitas outras coisas. Mas há momentos em que ele se torna o protagonista, fruto do compreensível encantamento que despertou nos autores.  São males menores. Nada que se diga ou se escreva sobre ela daqui para frente poderá contornar o trabalho dos quatro jovens jornalistas.  A biografia assinala o papel da cantora como guardiã e transmissora da cultura dos africanos escravizados, a maior riqueza cultural brasileira. E mostra como, mesmo ganhando fama, ela continuou sendo explorada, não fugindo ao que o país reserva à maioria dos negros pobres.","Biografia de Clementina de Jesus é incontornável, mas contém falhas"
"Nesta terça-feira (29), o grupo baiano BaianaSystem presenteou os fãs no aniversário de 467 anos da cidade de Salvador com ""Duas Cidades"", seu segundo disco.  Por enquanto, o trabalho chega somente no serviço de streaming Deezer. Ele ganha as demais plataformas e as redes oficiais do grupo no dia 8 de abril, quando também estará disponível para compra.  O coletivo formado por Roberto Barreto, Marcelo Seco e Russo Passapusso explora a guitarra baiana em uma colagem de estilos, do dubsteb à música caribenha, com letras politicamente engajadas e conexão com a cultura local. Ele é apontado pelos críticos de música como uma das principais revelações da música baiana nesta década.  ""Duas Cidades"" traz o single ""Playsom"", única canção brasileira a integrar a trilha sonora do jogo ""Fifa 2016"". Também conta com ""Lucro (Descomprimindo)"", cumbia escrita por Passapusso ao lado do multi-instrumentista argentino Mintcho Garrammone.  O segundo disco do grupo homenageia BNegão, apoiador do projeto desde o início.  ""Ao mesmo tempo em que traduzem os sons das ruas e vielas em seu próprio estilo, [eles] propõem uma nova ordem: libertária, capaz de provocar uma catarse coletiva por onde quer que passem"", escreveu o artista carioca sobre o registro.","Com letras engajadas, BaianaSystem lança segundo disco nesta terça"
"Em agosto de 2011, ao programa ""Arena SporTV"", o então presidente do Corinthians, Andrés Sanchez, garantiu: ""Nos próximos três anos o Corinthians será o time mais rico e estruturado do mundo"".  Em setembro de 2013, mais cauteloso, afirmou à revista ""Forbes"":""Estou confiante de que em quatro ou cinco anos o Corinthians vai ser um dos três clubes mais poderosos do mundo"".  Se o prazo dado em 2011 já caducou há mais de ano e o Corinthians está longe de ser o time ""mais rico e estruturado do mundo"", o de 2013 segue célere na direção do caos.  Ao ser eliminado pelo modesto Guaraní a crise se instala de vez, assustadora.  A derrota por 1 a 0 com duas expulsões é o melhor termômetro.  Sanchez teve seus méritos, embora tenha sido sob sua presidência que o time caiu para a segunda divisão em 2007.  Mas mais que méritos teve sorte. Muita.  Méritos por ter escolhido o homem certo para tocar o que ele depois se revelou incapaz de fazer: Luis Paulo Rosenberg não só fez do marketing corintiano um fenômeno como deu os passos essenciais para fazer do estádio realidade.  Sorte porque enquanto esteve na cadeira de presidente do clube quem presidiu o país foi Lula, que acumulou ambas as presidências, por menos republicano que tenha sido.  Bastou Rosenberg sair do clube e Lula do Planalto para as coisas desandarem magnificamente.  Hoje de superlativa mesmo o Corinthians tem a dívida. Não só com o elenco, mas, também, com o estádio, que Sanchez, em mais uma de suas falas irresponsáveis, garantiu pagar em seis anos. Eike Batista não faria melhor.  Além de ter prometido que seria o mais barato da Copa do Mundo e acabou por ser um dos mais caros, inferior apenas ao Mané Garrincha do petista Agnelo Queiroz.  E Sanchez não vendeu o nome do estádio, como assegurou diversas vezes que faria em incontáveis viagens para os Emirados Árabes e adjacências.  Em resumo, mais depressa do que se imaginava as bazófias de Sanchez estão a cobrar seu alto preço e o clube, que ganhou tudo em 2012 já na administração de Mário Gobbi ao colher os frutos dos acertos de Sanchez (a manutenção de Tite foi o maior), entrou em campo ontem para enfrentar o Guaraní paraguaio em clima de pânico.  Uma eliminação nas oitavas de final da Copa Libertadores da América é mais que terrível ameaça, mas o prenúncio de debandada ampla, geral e irrestrita, além de mais ações trabalhistas.  Manter-se vivo na competição era sinônimo de sobrevivência e o clube fadado a ser o ""mais rico e estruturado do mundo"" até 2014, ou, na nova versão revista e ampliada, que tem até 2018 para ser ""um dos três mais poderosos do mundo"", tremia diante do humilde Guaraní que apenas parece mas não é o uruguaio Peñarol, clube de enorme tradição.  Não existe almoço grátis nem farras sem consequências.  As de Sanchez estão apresentando sua pesadas contas, capazes de fazer o Corinthians regredir 10 anos.",O preço de um boquirroto
"A Polícia Federal deflagrou nesta sexta-feira (23) a 9ª fase da Operação Acrônimo. É a terceira fase realizada em duas semanas.  Entre os alvos estão o atual secretário-chefe da Casa Civil do governo de Minas Gerais, Marco Antônio Rezende Teixeira, e o presidente da Prodemge (empresa de tecnologia e informação do governo), Paulo de Moura Ramos. Apesar de haver mandados para que os dois fossem conduzidos à delegacia para prestar depoimento, ambos não estão em Belo Horizonte.  Ramos foi sócio de Teixeira na MOP Consultoria. Os investigadores suspeitam que a empresa tinha o governador Fernando Pimentel (PT) como verdadeiro dono. Além da MOP, a operação também investiga a consultoria OPR em MG, que pertenceu a Pimentel quando se chamava P-21.  Os policiais fizeram busca e apreensão na casa de Teixeira pela manhã, em Belo Horizonte, mas o secretário não estava no local. Segundo assessores, está de férias no exterior com os filhos. Ele faz aniversário nesta sexta.  Já Ramos está no Rio de Janeiro e sua defesa diz que ele antecipará a volta à capital mineira para prestar esclarecimentos à polícia.  Outro alvo, Ramilton Machado, diretor da empresa OAS, cujo sócio é um dos donos, Léo Pinheiro, está preso em Curitiba (PR) no âmbito da Lava Jato. A sede da empreiteira em Brasília (DF) também sofreu buscas.  O diretor a OAS Jorge Fortes também foi levado coercitivamente para ser ouvido.  Segundo relatos de pessoas ligadas à OAS, a PF investiga o fato delatado pelo ex-operador Benedito Oliveira, o Bené, que firmou colaboração com a Justiça. Ele afirmou a investigadores que a empreiteira doou R$ 3 milhões em espécie para a campanha do governador mineiro, Fernando Pimentel, em 2014.  Os valores teriam sido pagos em seis parcelas de R$ 500 mil na sede da MOP, em Belo Horizonte, nas mãos de Otílio Prado, assessor de Pimentel.  Segundo Bené, em contrapartida, Pimentel ajudou a OAS a conseguir um contrato para a construir um gasoduto no Uruguai.  Machado e Fortes, de acordo com Bené, foram os representantes da construtora que negociaram os termos da doação. O delator disse que não sabe qual o destino do dinheiro, já que os pagamentos ocorreram no início de 2013 e ainda não havia despesas de pré-campanha ao governo mineiro.  Em nota a (PGR) Procuradoria-Geral da República afirmou que um dos objetivos desta fase ""é investigar indícios do crime de tráfico de influência em transação comercial internacional"" praticados pelo governador de Minas Fernando Pimentel.  ""A PGR apura se o governador de Minas Gerais, Fernando Pimentel, teria recebido vantagem ilícita para intermediar um contrato da empreiteira OAS junto a um país estrangeiro"".  Nesta fase não há prisões, somente conduções coercitivas em Minas Gerais e no Distrito Federal.  HISTÓRICO  A Operação Acrônimo tem, entre suas principais investigações, um esquema de lavagem de dinheiro em campanhas eleitorais envolvendo gráficas e agências de comunicação da campanha do governador Fernando Pimentel e também pagamento de propinas a ele para conseguir financiamento público de projetos na época em que Pimentel foi ministro do Desenvolvimento.  Pimentel foi denunciado há cerca de quatro meses pela PGR (Procuradoria-Geral da República) por corrupção e lavagem de dinheiro.  Numa das primeiras fases da operação, em junho do ano passado, a Polícia Federal cumpriu mandado de apreensão no prédio onde fica a sede da OPR, empresa que já pertenceu a Pimentel e atualmente é registrada no nome do filho de seu ex-sócio.  No mesmo edifício, funcionava um escritório político do atual governador, quando ele foi eleito. Nele, a PF apreendeu notas fiscais da MOP.  Teixeira e Ramos também estavam no primeiro escalão da gestão Pimentel na Prefeitura de Belo Horizonte, entre 2001 e 2008. Ambos trabalharam na campanha de Pimentel ao governo em 2014 e depois compuseram a equipe de transição –Teixeira era o coordenador.  OUTRO LADO  Procurada, a empresa OAS não quis se manifestar.  O governo de Minas não tem se manifestado sobre o caso, por entender que a operação não se relaciona com ações da gestão.  O advogado do governador Fernando Pimentel, Eugênio Pacelli, afirmou que a Acrônimo ""já se esgotou"".  ""O que resta é o gosto pelos holofotes, a busca desesperada de provas que não existem e de fatos que as autoridades tiveram notícia desde o ano de 2014"", afirmou.  Segundo ele, ""não existe nem nova e nem fase na Acrônimo"". ""O único fato verdadeiro é que a operação agoniza lentamente, diante das inúmeras ilegalidades e abusos praticados desde o seu início"", acrescenta.  Os demais alvos ainda não foram localizados pela reportagem.  O advogado de Teixeira e Ramos, José Sad Júnior, afirma que as atividades de consultoria de seus clientes ocorreu quando não ocupavam cargo público, foram regulares e cumpriram todas as exigências legais. ""Os serviços contratados foram prestados, as notas fiscais enviadas, emitidas e os respectivos impostos, pagos"", afirma.  Segundo Sad Júnior, os dois se apresentarão à Polícia Federal em data e hora a ser marcada pela delegada que conduz o inquérito.  Os demais alvos e Otílio Prado não foram localizados pela reportagem.","Em nova fase da Acrônimo, PF mira chefe da Casa Civil de Minas"
"A Justiça de Santos decidiu que o PSB (Partido Socialista Brasileiro) terá de pagar R$ 10 mil mensais ao dono da academia de ginástica destruída na queda do avião que transportava o então candidato à Presidência da República pelo partido, Eduardo Campos, 49, no ano passado. O partido poderá recorrer da decisão, que é provisória.  No acidente, ocorrido em 13 de agosto de 2014, morreram, além do ex-governador de Pernambuco, os outros seis ocupantes da aeronave. Desde então, o empresário Benedito Juarez Câmara, 69, não pôde reabrir sua academia, pois alega não ter condições financeiras para fazer as reformas estruturais no prédio.  ""Estou no vermelho desde o dia 13 [dia do acidente]. Tive que demitir dez funcionários. Estou dando aulas e prescrevendo exercícios físicos para os alunos até na praia"", diz Câmara, que é fisiologista.  A juíza Natália Monti, da 9ª Vara Cível de Santos, entendeu, em sua decisão, que a indenização seria uma ""compensação pela impossibilidade de utilização do imóvel para o exercício das atividades profissionais"" de Câmara.  O valor deverá ser pago mensalmente enquanto perdurar a ação movida pelo empresário contra os responsáveis pelo acidente.  Segundo Alexandre Ferreira, advogado que representa Câmara, há ainda outros dois pedidos de indenização por danos materiais e morais.  ""A gente tinha pedido R$ 30 mil mensais, por ele [Câmara] estar sendo prejudicado em função de não poder usar o imóvel, mas a juíza interpretou os R$ 10 mil como valor atual de mercado do aluguel do prédio"", diz o advogado.  A ação também pedia indenização da A.F. Andrade Empreendimentos e Participações Ltda., que consta na Anac (Agência Nacional de Aviação Civil) como proprietária do avião. Logo após o acidente, porém, os empresários João Carlos Lyra Pessoa de Mello Filho e Apolo Santana Vieira se apresentaram como donos do jatinho, que estaria em processo de venda.  Para a juíza, existe uma ""absoluta obscuridade"" sobre a propriedade da aeronave, o que ""atrapalha a condução do processo, dificulta a argumentação das vítimas e, a princípio, torna praticamente inviável a reparação dos danos"". ""No momento, somente se demonstra possível a antecipação da responsabilidade do réu PSB"", escreveu a juíza em sua decisão.  Os empresários que dizem ser donos do avião afirmam ter negociado o pagamento de cinco indenizações. Duas já foram quitadas, e três estão em andamento. Os moradores de um conjunto de apartamentos também receberam dinheiro da seguradora do condomínio para realizar as reformas.  O PSB afirmou que não irá se pronunciar enquanto não for notificado da decisão.",PSB terá de indenizar dono de negócio destruído no acidente com Campos
"O resultado da eleição francesa é notável acima de tudo pelo que simboliza acerca dos rumos da política ocidental: a derrocada da esquerda tradicional e a ascensão do nacionalismo.  O candidato vitorioso, Emmanuel Macron, é jovem, centrista, bem sucedido no mercado financeiro e otimista. Seria adorado no Brasil. Talvez seja mais imagem do que substância, mas é uma imagem positiva. Modernidade, eficiência, abertura. Ainda que não reforme o sistema, está longe de encarnar seus piores vícios e pode trazer algum bem.  Já Marine Le Pen, do Front National, representa algo bastante negativo e, para piorar, não fica só na aparência. Sua eleição significará a saída da União Europeia, dirigismo estatal e xenofobia.  As propostas econômicas da tal extrema direita francesa são muito próximas da esquerda latino-americana: controle de preços, proteção à indústria e agricultura nacionais, emissão de moeda, expansão do assistencialismo e combate às forças perigosíssimas do capital.  É natural, portanto, que o candidato derrotado de extrema esquerda, Jean-Luc Mélenchon, que dias atrás elogiou a ditadura de Maduro na Venezuela, tenha sido o único a não anunciar apoio imediato a Macron no segundo turno. O perigo de Le Pen, contudo, é ainda mais profundo.  A Europa moderna se funda sobre os valores do iluminismo: racionalidade, liberdade individual e governo representativo. Uma consequência dessa visão é a de que os interesses dos povos caminham juntos. Comércio, ciência e diplomacia beneficiam a todos, trazendo qualidade de vida, progresso e paz.  Le Pen é a escolha pelo fechamento nacionalista e étnico ao invés da universalidade da razão iluminista. Nessa visão, os interesses dos povos são antagônicos: o ganho de um é a perda do outro. O poder nu e cru, e não a razão, deve pautar as relações. Internamente, subjugação do indivíduo ao Estado; externamente, hostilidade constante. Alinha-se não com o Ocidente, mas com a Rússia de Vladimir Putin.  A maioria dos franceses provavelmente não vê o mundo dessa maneira. Mas uma mistura de incerteza econômica, resistência aos piores aspectos da União Europeia e à imigração em massa dão votos para Le Pen.  Essas insatisfações têm motivo. A França cresce pouco e o desemprego é alto. A sanha controladora e burocratizante da União Europeia conquista, com razão, a antipatia crescente dos europeus. E os problemas da imigração e do multiculturalismo em um mundo de terrorismo islâmico são inegáveis.  Le Pen não resolverá esses problemas. Os 5% de muçulmanos não sairão da França. Serão apenas mais hostilizados e, portanto, mais propensos à radicalização; e a França continuará precisando de novos imigrantes.  O fim da UE —que mesmo com todos os defeitos é uma tentativa bem-sucedida de integração econômica— trará recessão e mais desemprego. Pior de tudo, colocará em risco aquilo que hoje damos ingenuamente por garantido, e que é na verdade uma conquista recente e frágil: a paz na Europa.  Felizmente, assim como seu pai Jean-Marie Le Pen em 2002, que chegou ao segundo turno, Marine deve perder. As pesquisas —as mesmas que acertaram o resultado no primeiro turno— dão vitória para Macron. A razão aponta para o melhor resultado. O problema é que, atualmente, a razão nem sempre tem acertado.",Propostas de Marine Le Pen parecem as da esquerda latino-americana
